cve_est,id_espacio,sistema,tipo,nivel_circulacion_transporte,linea,anio_apertura,num_estacion,nombre,cantidad_transbordos_metro,cantidad_transbordos_metrobus,zona,alcaldia,cve_mun_inegi,sector,id_sector_ssc,longitud,latitud
STC0906,414,STC Metro,Transbordo,Subterráneo,L9,1987,6,Jamaica,0,0,Oriente,Venustiano Carranza,17,Merced-Balbuena,37.0,-99.1223497602,19.4091031279
STC0907,415,STC Metro,Transbordo,Subterráneo,L9,1987,7,Chabacano,0,0,Centro,Cuauhtémoc,15,Asturias,610.0,-99.133972992,19.4085145345
STC0908,416,STC Metro,Intermedia,Subterráneo,L9,1987,8,Lázaro Cárdenas,0,0,Centro,Cuauhtémoc,15,Asturias,62.0,-99.1446282629,19.4072182738
STC0909,417,STC Metro,Transbordo,Subterráneo,L9,1987,9,Centro Médico,1,1,Centro,Cuauhtémoc,15,Roma,196.0,-99.1560279392,19.4065613533
STC0910,418,STC Metro,Intermedia,Subterráneo,L9,1988,10,Chilpancingo,0,1,Centro,Cuauhtémoc,15,Roma,520.0,-99.1685193642,19.4059298588
STC0911,419,STC Metro,Intermedia,Subterráneo,L9,1988,11,Patriotismo,0,1,Centro,Cuauhtémoc,15,Roma,831.0,-99.1789225975,19.4061089929
STC0912,420,STC Metro,Terminal / Transbordo,Subterráneo,L9,1988,12,Tacubaya,2,1,Poniente,Miguel Hidalgo,16,Tacubaya,755.0,-99.187761091,19.4014605799
STC1201,421,STC Metro,Terminal,Nivel elevado,L12,2012,1,Tláhuac,0,0,Oriente,Tláhuac,11,Mixquic,224.0,-99.0141983244,19.2860222773
STC1202,422,STC Metro,Intermedia,Nivel elevado,L12,2012,2,Tlaltenco,0,0,Oriente,Tláhuac,11,Mixquic,224.0,-99.0240307466,19.2943533791
STC1203,423,STC Metro,Intermedia,Nivel elevado,L12,2012,3,Zapotitlán,0,0,Oriente,Tláhuac,11,Zapotitla,803.0,-99.03430689,19.2966555865
STC1204,424,STC Metro,Intermedia,Nivel elevado,L12,2012,4,Nopalera,0,0,Oriente,Tláhuac,11,Zapotitla,232.0,-99.0459928689,19.2999573049
STC1205,425,STC Metro,Intermedia,Nivel elevado,L12,2012,5,Olivos,0,0,Oriente,Tláhuac,11,Zapotitla,500.0,-99.059511495,19.304321996
STC1206,426,STC Metro,Intermedia,Nivel elevado,L12,2012,6,Tezonco,0,0,Oriente,Iztapalapa,7,Tezonco,817.0,-99.0652702637,19.3063088255
STC1207,427,STC Metro,Intermedia,Nivel elevado,L12,2012,7,Periférico Oriente,0,0,Oriente,Iztapalapa,7,Tezonco,70.0,-99.0745057508,19.3176115685
STC1208,428,STC Metro,Intermedia,Nivel elevado,L12,2012,8,Calle 11,0,0,Oriente,Iztapalapa,7,Estrella,210.0,-99.0858728644,19.3204711519
STC1209,429,STC Metro,Intermedia,Nivel elevado,L12,2012,9,Lomas Estrella,0,0,Oriente,Iztapalapa,7,Estrella,772.0,-99.0957504815,19.3221488563
STC1210,430,STC Metro,Intermedia,Nivel elevado,L12,2012,10,San Andrés Tomatlán,0,0,Oriente,Iztapalapa,7,Estrella,774.0,-99.1045158609,19.3281454795
STC1211,431,STC Metro,Intermedia,Nivel elevado,L12,2012,11,Culhuacán,0,0,Oriente,Iztapalapa,7,Granjas,768.0,-99.1089587452,19.3368456111
STC1212,432,STC Metro,Transbordo,Subterráneo,L12,2012,12,Atlalilco,0,0,Oriente,Iztapalapa,7,Granjas,206.0,-99.1062431654,19.3527541728
STC1213,433,STC Metro,Intermedia,Subterráneo,L12,2012,13,Mexicaltzingo,0,0,Sur,Coyoacán,3,Taxqueña,378.0,-99.1231432322,19.3577625361
STC1214,434,STC Metro,Transbordo,Subterráneo,L12,2012,14,Ermita,0,0,Centro,Benito Juárez,14,Nativitas,795.0,-99.1416313631,19.359823503
STC1215,435,STC Metro,Intermedia,Subterráneo,L12,2012,15,Eje Central,0,0,Centro,Benito Juárez,14,Portales,799.0,-99.1514233615,19.3613412379
STC1216,436,STC Metro,Intermedia,Subterráneo,L12,2012,16,Parque de los Venados,0,0,Centro,Benito Juárez,14,Portales,798.0,-99.158717719,19.370658835
STC1217,437,STC Metro,Transbordo,Subterráneo,L12,2012,17,Zapata,0,0,Centro,Benito Juárez,14,Del Valle,648.0,-99.1655993156,19.3708453016
STC1218,438,STC Metro,Intermedia,Subterráneo,L12,2012,18,Hospital 20 de Noviembre,0,0,Centro,Benito Juárez,14,Del Valle,651.0,-99.1708844628,19.372013377
STC1219,439,STC Metro,Intermedia,Subterráneo,L12,2012,19,Insurgentes Sur,0,1,Centro,Benito Juárez,14,Del Valle,85.0,-99.1782501293,19.3735534702
STC1220,440,STC Metro,Terminal / Transbordo,Subterráneo,L12,2012,20,Mixcoac,0,0,Centro,Benito Juárez,14,Nápoles,177.0,-99.1867305011,19.3756988234
STCLA01,441,STC Metro,Terminal / Transbordo,Subterráneo,LA,1991,1,Pantitlán,3,1,Oriente,Iztacalco,6,Pantitlán,52.0,-99.0719229372,19.4152975245
STCLA02,442,STC Metro,Intermedia,Nivel de suelo,LA,1991,2,Agrícola Oriental,0,0,Oriente,Iztacalco,6,Pantitlán,215.0,-99.0695664643,19.4046188959
STCLA03,443,STC Metro,Intermedia,Nivel de suelo,LA,1991,3,Canal de San Juan,0,0,Oriente,Iztacalco,6,Pantitlán,783.0,-99.0594228007,19.3987629312
STCLA04,444,STC Metro,Intermedia,Nivel de suelo,LA,1991,4,Tepalcates,0,1,Oriente,Iztapalapa,7,Oasis,147.0,-99.0463293974,19.391276495
STCLA05,445,STC Metro,Intermedia,Nivel de suelo,LA,1991,5,Guelatao,0,0,Oriente,Iztapalapa,7,Oasis,150.0,-99.0356596007,19.3851538875
STCLA06,446,STC Metro,Intermedia,Nivel de suelo,LA,1991,6,Peñón Viejo,0,0,Oriente,Iztapalapa,7,Oasis,476.0,-99.0170548364,19.3733050518
STCLA07,447,STC Metro,Intermedia,Nivel de suelo,LA,1991,7,Acatitla,0,0,Oriente,Iztapalapa,7,Teotongo,287.0,-99.0056727169,19.3647173904
STCLA08,448,STC Metro,Intermedia,Nivel de suelo,LA,1991,8,Santa Marta,0,0,Oriente,Iztapalapa,7,Oasis,262.0,-98.9951783232,19.3603050474
STCLB01,449,STC Metro,Terminal,Subterráneo,LB,1999,1,Buenavista,0,3,Centro,Cuauhtémoc,15,Buenavista,556.0,-99.1523513774,19.4461859034
STCLB02,450,STC Metro,Transbordo,Subterráneo,LB,1999,2,Guerrero,1,1,Centro,Cuauhtémoc,15,Buenavista,558.0,-99.1461387274,19.4451448325
STCLB03,451,STC Metro,Transbordo,Subterráneo,LB,1999,3,Garibaldi/Lagunilla,1,1,Centro,Cuauhtémoc,15,Centro,194.0,-99.1378656649,19.4438896321
STCLB04,452,STC Metro,Intermedia,Subterráneo,LB,1999,4,Lagunilla,0,0,Centro,Cuauhtémoc,15,Centro,758.0,-99.1302304292,19.4432200418
STCLB05,453,STC Metro,Intermedia,Subterráneo,LB,1999,5,Tepito,0,0,Centro,Cuauhtémoc,15,Centro,299.0,-99.1240674403,19.4427893913
STCLB06,454,STC Metro,Transbordo,Subterráneo,LB,1999,6,Morelos,0,0,Oriente,Venustiano Carranza,17,Congreso,570.0,-99.119568767,19.4391666273
STCLB07,455,STC Metro,Transbordo,Nivel elevado,LB,1999,7,San Lázaro,1,2,Oriente,Venustiano Carranza,17,Congreso,573.0,-99.1129609727,19.4323709346
STCLB08,456,STC Metro,Intermedia,Nivel elevado,LB,1999,8,Ricardo Flores Magón,0,0,Oriente,Venustiano Carranza,17,Moctezuma,423.0,-99.1037087412,19.4365653734
STCLB09,457,STC Metro,Intermedia,Nivel elevado,LB,1999,9,Romero Rubio,0,0,Oriente,Venustiano Carranza,17,Moctezuma,424.0,-99.0942016747,19.4408353542
STCLB10,458,STC Metro,Transbordo,Nivel elevado,LB,1999,10,Oceanía,0,0,Oriente,Venustiano Carranza,17,Moctezuma,428.0,-99.0872173257,19.445694827
STCLB11,459,STC Metro,Intermedia,Nivel de suelo,LB,1999,11,Deportivo Oceanía,0,0,Norte,Gustavo A. Madero,5,Aragón,450.0,-99.0793342307,19.4510110973
STCLB12,460,STC Metro,Intermedia,Nivel de suelo,LB,1999,12,Bosque de Aragón,0,0,Norte,Gustavo A. Madero,5,Aragón,450.0,-99.069288696,19.458094773
STCLB13,461,STC Metro,Intermedia,Nivel de suelo,LB,1999,13,Villa de Aragón,0,1,Norte,Gustavo A. Madero,5,Aragón,733.0,-99.0613819669,19.4616707919
