id_equip_urbano,id_espacio,ambito,condicion,geografico,tipo,nombre
2175,6752,Urbana,En Operación,Escuela,Preescolar,Josefina Castañeda y del Pozo
2176,6753,Urbana,En Operación,Escuela,Secundaria,Fernando Montes de Oca Número 25
2177,1493,Urbana,En Operación,Escuela,Primaria,Tierra y Libertad
2178,1494,Urbana,En Operación,Escuela,Primaria,Manuel Belgrano
2179,6759,Urbana,En Operación,Escuela,Preescolar,Pipilplan
2180,6760,Urbana,En Operación,Escuela,Primaria,Enrique Corona Morfín
2181,6761,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
2182,1465,Urbana,En Operación,Templo,No Aplica,Capilla Madre Santa Sima de la Cruz
2183,6774,Urbana,En Operación,Escuela,Primaria,Carlos Marx
2184,6775,Urbana,En Operación,Escuela,Preescolar,Clotilde González García
2185,6776,Urbana,En Operación,Escuela,Secundaria,Azcapotzalco Número 203
2186,6777,Urbana,En Operación,Escuela,Secundaria,Revolución Mexicana Técnica Número 62
2187,6778,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Unidad de Medicina Familiar Número 40 Siglo XXI
2188,6779,Urbana,En Operación,Escuela,Preescolar,Centro de Desarrollo Infantil Número 15 Carolina Agazzi
2189,4103,Urbana,En Operación,Templo,No Aplica,Parroquia del Sagrado Corazón de Jesús
2190,1452,Urbana,En Operación,Escuela,Preescolar,Eduardo Claparede
2191,1453,Urbana,En Operación,Templo,No Aplica,Iglesia San Nicolás de Tolentino
2192,1454,Urbana,En Operación,Escuela,Primaria,Profesora Elmira Rocha García
2193,1455,Urbana,En Operación,Escuela,Preescolar,Itlatiuh
2194,6788,Urbana,En Operación,Escuela,Mixto,Central de Laboratorios y Talleres Arturo Caballero Zertuche
2195,1456,Urbana,En Operación,Escuela,Primaria,Salvador Varela Resendiz
2196,6789,Urbana,En Operación,Templo,No Aplica,Agustiniana Nuestra Señora del Rosario
2197,6790,Urbana,En Operación,Escuela,Preescolar,Profesor Tadeo de la Garza Gutiérrez
2198,6791,Urbana,En Operación,Escuela,Primaria,Rosa Torre González
2199,6792,Urbana,En Operación,Escuela,Primaria,General Francisco Villa
2200,6793,Urbana,En Operación,Escuela,Primaria,Amalia González Caballero
2201,6794,Urbana,En Operación,Escuela,Preescolar,Luis Braille
2202,6795,Urbana,En Operación,Escuela,Secundaria,Vicente Riva Palacio Guerrero Número 192
2203,6796,Urbana,En Operación,Escuela,Primaria,Narciso Bassols
2204,6797,Urbana,En Operación,Escuela,Preescolar,Pacto Federal
2205,4201,Urbana,En Operación,Escuela,Mixto,Colegio María Regina
2206,2800,Urbana,En Operación,Escuela,Medio Superior,Bachillerato Bautista David Livingstone
2207,6871,Urbana,En Operación,Templo,No Aplica,Parroquia San Bernabé Apóstol
2208,6810,Urbana,No Aplica,Mercado,No Aplica,Providencia
2209,4134,Urbana,En Operación,Escuela,Preescolar,Eulalia Guzmán
2210,4135,Urbana,En Operación,Escuela,Medio Superior,Colegio de Bachilleres Número 18 Tlilhuaca Azcapotzalco
2211,6811,Urbana,En Operación,Escuela,Preescolar,Jaime Torres Bodet
2212,6866,Urbana,En Operación,Templo,No Aplica,Parroquia San Juan Nopatitla Azcapotzalco
2213,6835,Urbana,En Operación,Escuela,Preescolar,Amantecatl
2214,6836,Urbana,En Operación,Templo,No Aplica,Parroquia de San Miguel Arcángel
2215,1542,Urbana,En Operación,Escuela,Preescolar,Ernestina Latour Oronos
2216,4112,Urbana,En Operación,Escuela,Primaria,Norman E. Bourlang
2217,4113,Urbana,En Operación,Escuela,Medio Superior,Conalep México Canadá
2218,4136,Urbana,En Operación,Escuela,Secundaria,Telesecundaria 71
2219,6837,Urbana,En Operación,Escuela,Primaria,General Gordiano Guzmán
2220,6840,Urbana,En Operación,Templo,No Aplica,Templo Dios es Amor
2221,6867,Urbana,En Operación,Escuela,Primaria,Profesora Emma Godoy
2222,7363,Urbana,En Operación,Escuela,Primaria,Ingeniero Guillermo González Camarena
2223,6780,Urbana,En Operación,Templo,No Aplica,Iglesia Jesús de Nazaret
2224,6781,Urbana,En Operación,Templo,No Aplica,Parroquia de Santa Bárbara Tetlanman
2225,1501,Urbana,No Aplica,Mercado,No Aplica,Ninguno
2226,6798,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Unidad de Medicina Número 33
2227,4137,Urbana,En Operación,Templo,No Aplica,Parroquia de San Juan Bautista
2228,2218,Urbana,En Operación,Templo,No Aplica,Iglesia Cristiana Bethesda
2229,2219,Urbana,En Operación,Templo,No Aplica,Primera Iglesia Cristiana Bautista de Azcapotzalco
2230,4114,Urbana,No Aplica,Cementerio,No Aplica,Ninguno
2231,1466,Urbana,En Operación,Instalación Diversa,Museo,Centro de Difusión de Ciencia y Tecnología Museo Tezozómoc
2232,1467,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Museo Tridimensional de Arte y Regional
2233,1570,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Banco Central de Sangre
2234,6772,Urbana,En Operación,Templo,No Aplica,Iglesia de Dios del Séptimo Día
2235,6773,Urbana,En Operación,Templo,No Aplica,Santa Catarina
2236,1522,Urbana,En Operación,Templo,No Aplica,Santo Apóstol Felipe y Santiago
2237,1523,Urbana,En Operación,Templo,No Aplica,Los Santos Felipe y Santiago
2238,4164,Urbana,En Operación,Templo,No Aplica,San José
2239,2875,Urbana,En Operación,Templo,No Aplica,Parroquia de Santa María Malinalco
2240,2876,Urbana,En Operación,Templo,No Aplica,Parroquia de Santa Eduwiges
2241,4165,Urbana,En Operación,Templo,No Aplica,Parroquia de San Sebastián Mártir
2242,7364,Urbana,En Operación,Templo,No Aplica,Conquista Comunidad Cristiana
2243,7365,Urbana,En Operación,Templo,No Aplica,Santo Tomás
2244,1480,Urbana,En Operación,Templo,No Aplica,Capilla de Los Santos Reyes
2245,2877,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Doctor Galo Soberón y Parra
2246,1524,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Centro de Seguridad Social Para el Bienestar Familiar
2247,6841,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Clínica Nuestra Señora del Carmen
2248,1543,Urbana,En Operación,Templo,No Aplica,Iglesia de los Santos de los Últimos Días
2249,7366,Urbana,En Operación,Escuela,Preescolar,Aquiles Elorduy
2250,4115,Urbana,En Operación,Pozo,Agua,Ninguno
2251,2878,Urbana,En Operación,Escuela,Secundaria,República de El Salvador
2252,2879,Urbana,En Operación,Escuela,Primaria,Profesor Esteban Baca Calderón
2257,4116,Urbana,En Operación,Escuela,Preescolar,Silvina Jardon
2258,6812,Urbana,En Operación,Escuela,Primaria,Liberación Campesina
2259,6813,Urbana,En Operación,Escuela,Secundaria,Ermilo Abreu Gómez Número 143
2260,4138,Urbana,No Aplica,Cementerio,No Aplica,San Juan Tlihuaca
2261,1525,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Torre Médica de Especialidades San José
2262,1457,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Centro Social Comunitario Capulli Antonio Valeriano
2263,2801,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Glorieta Clavería
2264,2802,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Parque de La China
2265,6762,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Clínica Periférica Azcapotzalco
2266,6763,Urbana,En Operación,Escuela,Medio Superior,Colegio de Ciencias y Humanidades Plantel 1 Azcapotzalco
2267,1544,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Hospital Central Norte de Pemex
2268,3880,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Deportivo Victoria de las Democracias
2269,3881,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Biblioteca Victoria de las Democracias
2270,3882,Urbana,No Aplica,Mercado,No Aplica,Victoria de las Democracias
2271,4171,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Ceylan
2272,4172,Urbana,En Operación,Escuela,Secundaria,Margarita de Gortari Carvajal de Salinas
2273,4173,Urbana,En Operación,Escuela,Preescolar,Leonarda Gómez Blanco
2274,1502,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Biblioteca Pública Jorge Alberto Manrique
2275,1503,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Centro Deportivo Xochináhuac
2276,1504,Urbana,En Operación,Escuela,Primaria,Esperanza Velasco Zuleta
2277,1505,Urbana,En Operación,Escuela,Preescolar,Ángel María Garibay Kintana
2278,2229,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Ninguno
2279,7367,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Parque Azkatl Azcapotzalco
2280,6782,Urbana,En Operación,Escuela,Superior,Universidad Tecmilenio
2281,6783,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Alameda Norte
2282,6784,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Deportivo Reynosa
2283,6785,Urbana,No Aplica,Mercado,No Aplica,Rastro de Ferrería
2284,1506,Urbana,En Operación,Escuela,Superior,Universidad Autónoma Metropolitana
2285,2225,Urbana,En Operación,Escuela,Primaria,Obrero Mexicano
2286,6829,Urbana,No Aplica,Mercado,No Aplica,Ninguno
2287,6830,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
2288,6831,Urbana,No Aplica,Cementerio,No Aplica,Santa Lucía
2289,1458,Urbana,En Operación,Pozo,Agua,Popotla Rosario
2290,1459,Urbana,En Operación,Escuela,Secundaria,Julián Carrillo Número 193
2291,6799,Urbana,En Operación,Escuela,Medio Superior,Colegio de Bachilleres Plantel 1 El Rosario
2292,6858,Urbana,En Operación,Pozo,Agua,Jardín San Álvaro
2293,6859,Urbana,En Operación,Instalación de Servicios,Central de Policía,Ninguno
2294,6860,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,San Álvaro
2295,4139,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,San Juan Tlilhuacan
2296,1526,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Miguel Hidalgo
2297,1527,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
2298,1528,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
2299,1529,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
2300,1530,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Pediátrico Azcapotzalco
2301,1468,Urbana,En Operación,Pozo,Agua,Prados El Rosario
2302,1469,Urbana,En Operación,Instalación de Servicios,Central de Policía,Ninguno
2303,1470,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
2304,7381,Urbana,En Operación,Pozo,Agua,Trabajadores del Hierro
2305,7382,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
2306,4153,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
2307,1471,Urbana,En Operación,Escuela,Superior,Escuela Normal Superior de México
2308,1472,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Tezozómoc
2309,2220,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
2310,2221,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
2311,2880,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Adolfo López Mateos
2312,4104,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
2313,1545,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
2314,1546,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
2315,6764,Urbana,En Operación,Pozo,Agua,Presidente Madero
2316,6765,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
2317,7368,Urbana,En Operación,Escuela,Preescolar,Centro de Desarrollo Infantil 20 de Noviembre
2318,7369,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Deportivo 20 de Noviembre
2319,1547,Urbana,En Operación,Instalación de Servicios,Central de Policía,Ninguno
2320,1548,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
2321,6814,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Centro de Desarrollo Comunitario y Biblioteca San Juan Tlihuaca
2322,6815,Urbana,En Operación,Pozo,Agua,Providencia
2323,6816,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Ninguno
2324,4140,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Deportivo Ingeniero Salvador Benavides A.
2325,4141,Urbana,No Aplica,Cementerio,No Aplica,San Isidro
2326,6817,Urbana,No Aplica,Cementerio,No Aplica,San Isidro
2327,4117,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Ninguno
2328,4118,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Hospital General de Zona Número 48 Bicentenario San Pedro Xalpa
2329,6818,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Deportivo Renovación Nacional
2330,7370,Urbana,En Operación,Instalación Deportiva o Recreativa,Lienzo Charro,El Hormiguero
2331,1507,Urbana,En Operación,Escuela,Mixto,Manuel S. Hidalgo
2332,4174,Urbana,En Operación,Escuela,Secundaria,Venustiano Carranza Número 33
2333,4202,Urbana,En Operación,Escuela,Medio Superior,Centro de Estudios Científicos y Tecnológicos 6 Miguel Othón de Mendiozábal CECyT
2334,7371,Urbana,En Operación,Escuela,Superior,Escuela Superior de Ingeniería Mecánica y Eléctrica
2335,7372,Urbana,En Operación,Escuela,Primaria,Internado de Educación Primaria Número 2 Ejercito Mexicano
2336,1549,Urbana,En Operación,Escuela,Secundaria,Técnica 78 Enrique Arteaga Luna
2337,4142,Urbana,En Operación,Escuela,Primaria,Roberto Owen
2338,4105,Urbana,En Operación,Escuela,Primaria,Ciudad Reynosa
2339,1571,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Centro Médico Nacional La Raza
2340,1495,Urbana,No Aplica,Cementerio,No Aplica,San José
2341,6832,Urbana,No Aplica,Cementerio,No Aplica,Santa Cruz Acayucan
2342,2230,Urbana,No Aplica,Cementerio,No Aplica,Patronal San Andrés
2343,4175,Urbana,No Aplica,Mercado,No Aplica,Cosmopolita
2344,4106,Urbana,No Aplica,Mercado,No Aplica,Ninguno
2345,2803,Urbana,No Aplica,Mercado,No Aplica,Clavería
2346,4161,Urbana,No Aplica,Mercado,No Aplica,Obrero Popular
2347,1560,Urbana,En Operación,Escuela,Preescolar,Centro de Desarrollo Infantil Nueva Santa María
2348,1561,Urbana,No Aplica,Mercado,No Aplica,Nueva Santa María
2349,7383,Urbana,No Aplica,Mercado,No Aplica,Ninguno
2350,1460,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
2351,4203,Urbana,En Operación,Instalación de Servicios,Central de Policía,Ninguno
2352,4166,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
2353,4119,Urbana,En Operación,Instalación de Servicios,Central de Policía,Ninguno
2354,4120,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Ninguno
2355,4121,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Ninguno
2356,2222,Urbana,En Operación,Escuela,Preescolar,Celestin Freinet
2357,1461,Urbana,En Operación,Centro Comercial,No Aplica,CETRAM El Rosario
2358,1462,Urbana,En Operación,Centro Comercial,No Aplica,Town Center El Rosario
2359,1481,Urbana,En Operación,Centro Comercial,No Aplica,Pasaje Ferrería
2360,2231,Urbana,En Operación,Centro Comercial,No Aplica,Parque Vía Vallejo
2361,3883,Urbana,En Operación,Centro Comercial,No Aplica,Parque Jardín
2362,4724,Urbana,En Operación,Centro Comercial,No Aplica,Portal Vallejo
2363,2804,Urbana,En Operación,Centro Comercial,No Aplica,Patio Clavería
2364,6833,Urbana,En Operación,Centro Comercial,No Aplica,Pabellón Azcapotzalco
2365,1531,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Azcapotzalco
2366,1532,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Biblioteca Central Delegacional José María Morelos y Pavón
2367,6834,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Biblioteca Pública Santa Cruz Acayucan
2368,6786,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Biblioteca Pública Vito Alessio Robles
2369,1473,Urbana,En Operación,Instalación Diversa,Museo,Museo de Arte Regional
2370,4122,Urbana,En Operación,Subestación Eléctrica,No Aplica,Subestación Eléctrica Azcapotzalco
2371,6800,Urbana,En Operación,Instalación de Servicios,Central de Policía,Prados del Rosario
2372,4162,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
2373,1496,Urbana,En Operación,Escuela,Primaria,Maestra Rosario Castellanos
2374,4143,Urbana,En Operación,Escuela,Primaria,Kyoto
2375,6787,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Santa Barbara T-1
2376,4725,Urbana,En Operación,Escuela,Primaria,Estado de Jalisco
2377,4144,Urbana,En Operación,Pozo,Agua,San Juan Tlihuaca
2378,4145,Urbana,En Operación,Escuela,Secundaria,Escuela Secundaria 67 Jonn F. Kennedy
2379,4146,Urbana,En Operación,Pozo,Agua,La Petrolera
2380,4726,Urbana,En Operación,Templo,No Aplica,Templo Evangelista Sion
2381,4123,Urbana,En Operación,Escuela,Secundaria,Amado Nervo
2382,1550,Urbana,En Operación,Escuela,Preescolar,Chulavete
2383,1572,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Clinica Alamo
2384,7384,Urbana,En Operación,Escuela,Primaria,Angela Peralta
2385,1474,Urbana,En Operación,Escuela,Medio Superior,CETIS No 33 Carlos María Bustamante
2386,1475,Urbana,En Operación,Escuela,Preescolar,Jardin de Niños Estado de Tlaxcala
2387,1476,Urbana,En Operación,Escuela,Primaria,Faja de Oro
2388,3581,Urbana,En Operación,Escuela,Medio Superior,Colegio Nacional de Educación Profesional Técnica Plantel Venustiano Carranza II CONALEP
2389,3582,Urbana,En Operación,Escuela,Medio Superior,Colegio Nacional de Educación Profesional Técnica Plantel Aeropuerto CONALEP
2390,3583,Urbana,En Operación,Escuela,Secundaria,Técnica 69 Cesar Uscanga Uscanga
2391,3584,Urbana,En Operación,Templo,No Aplica,Parroquia Nuestra Señora del Carmen
2392,3585,Urbana,En Operación,Escuela,Primaria,Colegio Nueva Patria
2393,3586,Urbana,En Operación,Templo,No Aplica,Iglesia La Luz del Mundo
2394,556,Urbana,En Operación,Escuela,Secundaria,Diurna 75 Dionisia Zamora Pallares
2396,2568,Urbana,En Operación,Templo,No Aplica,La Iglesia de Jesucristo de los Santos de los Últimos Días
2397,2569,Urbana,En Operación,Templo,No Aplica,Iglesia de Santa María Magdalena
2398,2570,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,El Polvorín T-I
2399,2560,Urbana,No Aplica,Mercado,No Aplica,Nuevo San Lázaro Número 901
2400,2561,Urbana,En Operación,Escuela,Primaria,Centro de Atención Multiple Número 83 CAM
2401,2571,Urbana,No Aplica,Mercado,No Aplica,Álvaro Obregón
2402,736,Urbana,No Aplica,Mercado,No Aplica,Jamaica Comidas Número 65
