id_equip_urbano,id_espacio,ambito,condicion,geografico,tipo,nombre
1829,683,Urbana,En Operación,Templo,No Aplica,Parroquia Santos Reyes
1830,4151,Urbana,En Operación,Escuela,Secundaria,"Diurna 220, Agustín Yáñez"
1831,2460,Urbana,En Operación,Escuela,Primaria,Acamapichtli
1832,7697,Urbana,En Operación,Escuela,Preescolar,Concepción González Naranjo
1844,2789,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
1845,5984,Urbana,No Aplica,Mercado,No Aplica,Militar Marte
1846,820,Urbana,En Operación,Escuela,Medio Superior,"Escuela Nacional Preparatoria Erasmo Castellanos Quinto, Número 2"
1847,2440,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Girasol
1848,2451,Urbana,En Operación,Escuela,Medio Superior,"Colegio de Bachilleres Iztacalco, Plantel 3"
1849,639,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Campamento 2 de Octubre
1850,7640,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Mariano Matamoros (Parque de los Patos)
1851,7055,Urbana,En Operación,Escuela,Medio Superior,"Centro de Estudios Tecnológicos Industrial y de Servicios Leona Vicari, Número 31-CETIS"
1852,831,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Centro Cultural Social y Deportivo Ramos Millán
1853,3458,Urbana,No Aplica,Cementerio,No Aplica,San José
1854,3459,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Centro Social y Deportivo San Pedro
1855,1963,Urbana,En Operación,Escuela,Primaria,República de Daumey
1856,1964,Urbana,No Aplica,Mercado,No Aplica,Juventino Rosas
1857,7037,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Ninguno
1858,814,Urbana,En Operación,Escuela,Superior,Unidad Profesional Interdisciplinaria de Ingeniería y Ciencias Sociales y Administrativas-UPIICSA -IPN
1859,647,Urbana,En Operación,Instalación Deportiva o Recreativa,Autódromo,Hermanos Rodríguez
1860,648,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Ciudad Deportiva Magdalena Mixhuca
1861,649,Urbana,En Operación,Instalación Diversa,Planta de Tratamiento de Agua,Planta de Tratamiento de Aguas Residuales Ciudad Deportiva
1862,7038,Urbana,No Aplica,Mercado,No Aplica,Tlacotal
1863,7039,Urbana,En Operación,Escuela,Preescolar,Guelaguetza
1864,4457,Urbana,No Aplica,Instalación Gubernamental,Palacio Municipal,Alcaldía Iztacalco
1865,4458,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Plaza Benito Juárez
1866,4262,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Centro Social y Deportivo Leandro Valle
1867,1449,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Ninguno
1868,5994,Urbana,No Aplica,Mercado,No Aplica,La Cruz
1869,5995,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Pediátrico Iztacalco
1870,5996,Urbana,En Operación,Escuela,Primaria,Estado de Sinaloa
1871,5997,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Centro Social y Deportivo Coyuya
1872,7652,Urbana,En Operación,Instalación Diversa,Estación de Gas,Terminal de Almacenamiento y Despacho Añil Pemex-TAD
1873,7655,Urbana,En Operación,Instalación Diversa,Centro de Espectáculos,Palacio de los Deportes
1874,7656,Urbana,En Operación,Escuela,Superior,Escuela Superior de Educación Física-ESEF
1875,7653,Urbana,En Operación,Centro de Asistencia Médica,Hospital,"Hospital General de Zona 2A Troncos, Instituto Mexicano del Seguro Social -IMSS"
1876,650,Urbana,En Operación,Escuela,Primaria,Puebla de Zaragoza
1877,7698,Urbana,No Aplica,Mercado,No Aplica,Pantitlán
1878,837,Urbana,En Operación,Instalación Deportiva o Recreativa,Lienzo Charro,La Viga (El Cortijo)
1879,3575,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Centro Social y Deportivo Parque Pantitlán
1880,7056,Urbana,En Operación,Escuela,Primaria,Maestro Luis Chávez Orozco
1881,2461,Urbana,En Operación,Escuela,Secundaria,"Diurna 33, Albert Schweitzer"
1882,4459,Urbana,En Operación,Escuela,Primaria,Ignacio Zaragoza
1883,7057,Urbana,En Operación,Escuela,Preescolar,Iztacalco
1884,7058,Urbana,En Operación,Escuela,Secundaria,"Técnica 33, Profesor Rafael Ramírez Castañeda"
1885,7059,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,"Unidad de Medicina Familiar Doctor Antonio Rios Varga, Número 45, Instituto Mexicano del Seguro Social-IMSS"
1886,821,Urbana,En Operación,Escuela,Primaria,"Educación Especial, Número 30"
1887,1450,Urbana,En Operación,Escuela,Primaria,Ignacio Manuel Altamirano
1888,1965,Urbana,En Operación,Escuela,Primaria,Abraham Lincoln
1889,1966,Urbana,En Operación,Escuela,Secundaria,Profesora Olga Esquivel Molina
1890,2452,Urbana,En Operación,Escuela,Preescolar,Juan Ramón Jiménez
1891,640,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Deportivo Apatlaco
1892,669,Urbana,En Operación,Escuela,Secundaria,Casa del Pueblo
1893,641,Urbana,En Operación,Escuela,Secundaria,"Diurna 123, República Argentina"
1894,3460,Urbana,En Operación,Escuela,Secundaria,"Diurna 257, Iztacalco"
1895,7641,Urbana,En Operación,Escuela,Primaria,Antonio García Cubas
1896,7642,Urbana,En Operación,Escuela,Preescolar,Club de Leones de la Ciudad de México
1897,2462,Urbana,En Operación,Escuela,Preescolar,Susan Bluw Grimsly
1898,2463,Urbana,En Operación,Escuela,Primaria,Estado de Oaxaca
1899,822,Urbana,En Operación,Templo,No Aplica,Parroquia Santiago Apóstol El Mayor
1900,7060,Urbana,En Operación,Templo,No Aplica,Capilla Asunción de María
1901,651,Urbana,En Operación,Instalación Diversa,Centro de Espectáculos,Foro Sol
1902,652,Urbana,En Operación,Instalación Deportiva o Recreativa,Estadio,Jesús Martínez Palillo
1903,7061,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Cancha Lata
1904,7062,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Deportivo del Sistema de Transporte Colectivo
1905,2464,Urbana,En Operación,Escuela,Preescolar,Casa Verde
1906,6191,Urbana,En Operación,Escuela,Primaria,Calmecac
1907,1620,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
1908,1621,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Ninguno
1909,1622,Urbana,En Operación,Instalación de Servicios,Centro de Asistencia Social,Centro Social Sur 20
1910,3717,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Jardín Ingeniero Heberto Castillo
1911,670,Urbana,En Operación,Instalación Diversa,Edificación Cultural,"Casa de la Cultura, Siete Barrios"
1912,671,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Centro Social y Deportivo Jardines Tecma
1913,672,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
1914,673,Urbana,En Operación,Escuela,Preescolar,"Club de Leones de Iztacalco, Número 2"
1915,642,Urbana,En Operación,Escuela,Preescolar,J.N. Hermilio Novelo
1916,643,Urbana,No Aplica,Mercado,No Aplica,Ninguno
1917,644,Urbana,En Operación,Templo,No Aplica,Iglesia del Nazareno Cristo Vive
1918,7063,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Centro de Desarrollo Comunitario Felipe Carrillo Puerto
1919,2790,Urbana,En Operación,Instalación Diversa,Edificación Cultural,"Casa de la Cultura, Flamingos"
1920,2791,Urbana,En Operación,Templo,No Aplica,Iglesia Evangélica Luterana San Pedro
1921,7643,Urbana,En Operación,Escuela,Medio Superior,Colegio Partenón
1922,7644,Urbana,En Operación,Escuela,Medio Superior,Colegio Michelet de México
1923,3461,Urbana,En Operación,Escuela,Preescolar,Centro de Atención Psicopedagógica de Educación Preescolar Iztacalco 1
1924,1967,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Centro Social y Deportivo El Recreo
1925,1968,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Centro de Bienestar Social y Urbano Benito Juárez
1926,5998,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Centro de Desarrollo Comunitario Santa Anita
1927,5976,Urbana,En Operación,Escuela,Preescolar,Luz María Serradel
1928,5977,Urbana,En Operación,Escuela,Primaria,República Española
1929,5978,Urbana,En Operación,Escuela,Primaria,Basilio Vadillo
1930,5979,Urbana,En Operación,Escuela,Primaria,Julio Dibella Barragán
1931,2465,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Acteal
1932,6192,Urbana,En Operación,Escuela,Mixto,"Elodia Ramos Chávez, AC"
1933,2466,Urbana,En Operación,Escuela,Mixto,Colegio Portugal
1934,2467,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Miravalle
1935,2468,Urbana,En Operación,Instalación Diversa,Edificación Cultural,"Biblioteca Pública, Elena Garro"
1936,838,Urbana,En Operación,Escuela,Superior,Millenium
1937,2469,Urbana,En Operación,Escuela,Medio Superior,Capacitación Automotriz Especializada
1938,839,Urbana,En Operación,Instalación Diversa,Planta de Tratamiento de Agua,"Río Hondo-Agrícola, Pantitlán"
1939,840,Urbana,En Operación,Escuela,Primaria,Augusto César Sandino
1940,1969,Urbana,En Operación,Instalación Deportiva o Recreativa,Alberca Olímpica,Juventino Rosas
1941,1970,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Ninguno
1942,674,Urbana,En Operación,Pozo,Agua,Iztacalco
1943,7645,Urbana,En Operación,Tanque de Agua,Caja de Agua,Planta Potabilizadora La Viga 4
1944,823,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Ninguno
1945,2441,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Ninguno
1946,3578,Urbana,En Operación,Instalación de Servicios,Centro de Asistencia Social,Centro Social Agua Caliente
1947,3579,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
1948,653,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Centro Nacional de Alto Rendimiento-CNAR
1949,3580,Urbana,En Operación,Instalación Deportiva o Recreativa,Balneario,Olímpico
1950,4460,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Minimac
1951,2442,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Churubusco
1952,2453,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Río
1953,5980,Urbana,En Operación,Instalación Diversa,Edificación Cultural,"Biblioteca Pública, Amado Nervo"
1954,675,Urbana,En Operación,Instalación de Servicios,Central de Policía,Tezontle
1955,815,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
1956,816,Urbana,En Operación,Escuela,Preescolar,Campanita
1957,7657,Urbana,En Operación,Instalación de Servicios,Central de Policía,Añil
1958,7658,Urbana,En Operación,Instalación de Servicios,Central de Policía,Granjas México
1959,7040,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Ninguno
1960,5999,Urbana,En Operación,Instalación de Servicios,Central de Policía,Congreso de la Unión
1961,6000,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
1962,6001,Urbana,En Operación,Instalación de Servicios,Central de Policía,Plutarco Elias Calles
1963,6193,Urbana,En Operación,Instalación de Servicios,Central de Policía,Javier Rojo Gómez
1964,6894,Urbana,En Operación,Instalación Deportiva o Recreativa,Jardín,Ninguno
1965,832,Urbana,En Operación,Escuela,Preescolar,Luz González Báez
1966,2454,Urbana,En Operación,Escuela,Preescolar,Apatlaco
1967,2470,Urbana,En Operación,Escuela,Primaria,Casa Verde
1968,6189,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Escuela Urbano Ecológico Iztacalco
1969,1623,Urbana,En Operación,Escuela,Preescolar,Estado de Zacatecas
1970,3718,Urbana,En Operación,Escuela,Primaria,Teotihuacán
1971,3719,Urbana,En Operación,Escuela,Mixto,Beaumont
1972,833,Urbana,En Operación,Escuela,Preescolar,Grecia
1973,2223,Urbana,En Operación,Templo,No Aplica,Ninguno
1974,2224,Urbana,En Operación,Escuela,Secundaria,Jesús F. Contreras
1975,6861,Urbana,En Operación,Escuela,Preescolar,República  Islámica de Irán
1976,6862,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Clínica Médica Familiar Cuitláhuac ISSSTE
1977,1497,Urbana,No Aplica,Mercado,No Aplica,Xochinahuac
1978,1498,Urbana,En Operación,Templo,No Aplica,Iglesia de Nuestra Señora del Carmen
1979,1533,Urbana,En Operación,Escuela,Secundaria,Bertrand Russell  Número 108
1980,1534,Urbana,No Aplica,Mercado,No Aplica,Jardín Fortuna Nacional
1981,1535,Urbana,En Operación,Escuela,Primaria,República Mexicana
1982,4107,Urbana,En Operación,Templo,No Aplica,San Pedro Xalpa
1983,4108,Urbana,En Operación,Escuela,Primaria,Justo Sierra
1984,1553,Urbana,En Operación,Escuela,Primaria,Emperador Cuauhtémoc
1985,1554,Urbana,En Operación,Escuela,Mixto,Comunidad Educativa Owen
1986,1555,Urbana,En Operación,Templo,No Aplica,Nuestra Señora del Sagrado Corazón
1987,1556,Urbana,En Operación,Escuela,Mixto,Colegio Francés Nueva Santa María
1988,1508,Urbana,En Operación,Templo,No Aplica,Parroquia Santiago Apóstol El Mayor
1989,1509,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Santiago Ahuzotla
1990,1510,Urbana,En Operación,Escuela,Primaria,13 de Septiembre de 1847
1991,1511,Urbana,En Operación,Escuela,Secundaria,José Pagés Llergo
1992,6819,Urbana,En Operación,Escuela,Preescolar,Numutshe
1993,6820,Urbana,En Operación,Templo,No Aplica,Santa Apolonia
1994,6821,Urbana,En Operación,Escuela,Primaria,Maestro Julio García
1995,6822,Urbana,En Operación,Templo,No Aplica,San Francisco
1996,1536,Urbana,En Operación,Templo,No Aplica,Iglesia San Bartolino
1997,4124,Urbana,En Operación,Escuela,Secundaria,Escuela Secundaria Técnica Número 27 Alberto J. Pani
1998,4125,Urbana,No Aplica,Mercado,No Aplica,San Juan Tlihuaca
1999,6754,Urbana,En Operación,Escuela,Preescolar,Temachtiani
2000,6755,Urbana,En Operación,Escuela,Primaria,Francisco J. Mújica
2001,6756,Urbana,En Operación,Escuela,Secundaria,Manuel M. Ponce Número 142
2002,6757,Urbana,En Operación,Escuela,Primaria,Fernando Montes de Oca
2003,6758,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Doctor Nicolás M. Cedillo Soriano
2004,1463,Urbana,En Operación,Templo,No Aplica,Iglesia Rectora de San Felipe Neri y Nuestra Señora del Refugio
2005,1464,Urbana,En Operación,Escuela,Secundaria,Estado de Israel Número 207
2006,1499,Urbana,En Operación,Escuela,Primaria,Jesús Sotelo Inclán
2007,1451,Urbana,En Operación,Escuela,Secundaria,Soumaya Domit Gemayel Diurna Número 227
2008,1500,Urbana,En Operación,Templo,No Aplica,Capilla de Santa Rita de Casia
2009,6863,Urbana,En Operación,Escuela,Preescolar,Jamaica
2010,6864,Urbana,En Operación,Escuela,Primaria,Emperador Cuitláhuac
2011,6865,Urbana,En Operación,Escuela,Primaria,República de Corea
2012,7375,Urbana,En Operación,Escuela,Secundaria,República de Alemania
2013,7376,Urbana,En Operación,Escuela,Preescolar,Antonio Caso
2014,2226,Urbana,En Operación,Templo,No Aplica,Capilla San Pedro de las Salinas
2015,7377,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe y Jesús Nazareno
2017,2227,Urbana,En Operación,Templo,No Aplica,Ninguno
2018,2228,Urbana,En Operación,Escuela,Primaria,Luis de la Brena
2020,3875,Urbana,No Aplica,Mercado,No Aplica,Tlatilco
2021,3876,Urbana,En Operación,Escuela,Primaria,Maestro José Vasconcelos
2022,4152,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Parque de Bolsillo
2023,1557,Urbana,En Operación,Escuela,Preescolar,Instituto La Paz
2024,1558,Urbana,En Operación,Escuela,Mixto,Instituto La Paz
2025,1559,Urbana,En Operación,Escuela,Preescolar,Ana María Aberlanga
2026,4154,Urbana,En Operación,Escuela,Primaria,América Latina
2027,4155,Urbana,En Operación,Escuela,Secundaria,General México
2028,4156,Urbana,En Operación,Escuela,Superior,Universidad Tecnológica de México
2029,4157,Urbana,En Operación,Templo,No Aplica,Bethesda
2030,6854,Urbana,En Operación,Templo,No Aplica,Parroquia del Corazón Eucarístico de Jesús y San Álvaro
2031,2792,Urbana,En Operación,Templo,No Aplica,Inmaculada Concepción
2032,2793,Urbana,En Operación,Escuela,Preescolar,Niños de México
2033,6855,Urbana,En Operación,Escuela,Preescolar,Club 20-30
2034,1562,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,El Arenal
2035,1563,Urbana,En Operación,Escuela,Primaria,Club de Leones 1
2036,1564,Urbana,En Operación,Templo,No Aplica,Parroquia de Nuestra Señora del Sagrado Corazón
2037,1565,Urbana,En Operación,Escuela,Primaria,Leyes de Reforma
2038,1566,Urbana,En Operación,Escuela,Mixto,Justo Sierra
2039,1567,Urbana,No Aplica,Mercado,No Aplica,Arenal
2040,4192,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Escuela de Futbol Filial de Cruz Azul Nueva Generación
2041,4193,Urbana,En Operación,Escuela,Primaria,14 de Julio
2042,1568,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Río Consulado
2043,4194,Urbana,En Operación,Escuela,Mixto,Instituto Crisol
2044,4195,Urbana,En Operación,Escuela,Secundaria,Escuela Secundaria Técnica Número 38 Mariano Cueller Guerrero
2045,4196,Urbana,En Operación,Escuela,Primaria,Emiliano Zapata
2046,1569,Urbana,En Operación,Escuela,Primaria,Vidal Rivero
2047,3877,Urbana,En Operación,Templo,No Aplica,Parroquia El Señor del Perdón
2048,6868,Urbana,En Operación,Templo,No Aplica,Iglesia Luterana Mexicana
2049,6869,Urbana,En Operación,Escuela,Primaria,Veinte de Noviembre
2050,4158,Urbana,En Operación,Escuela,Preescolar,Enrique Laubscher
2051,4159,Urbana,En Operación,Escuela,Mixto,Instituto Cobre de México
2052,6870,Urbana,En Operación,Templo,No Aplica,Ninguno
2053,4160,Urbana,En Operación,Templo,No Aplica,Parroquia de Nuestra Señora de Guadalupe
2054,2794,Urbana,En Operación,Escuela,Preescolar,Ángel Salas
2055,2795,Urbana,En Operación,Escuela,Primaria,Estado de Nuevo León
2056,2796,Urbana,En Operación,Escuela,Primaria,Colegio Concepción Pascal Cruzado
2057,2207,Urbana,En Operación,Escuela,Primaria,General Juan N. Méndez
2058,2208,Urbana,En Operación,Escuela,Superior,Tecnológico Universitario de México Azcapotzalco
2059,6856,Urbana,En Operación,Escuela,Primaria,Telpuchcalli
2060,6857,Urbana,En Operación,Escuela,Primaria,José Arturo Pichardo
2061,2797,Urbana,En Operación,Templo,No Aplica,Iglesia Bautista Bethel  AR
2062,2798,Urbana,En Operación,Escuela,Primaria,Polonia
2063,2799,Urbana,En Operación,Escuela,Secundaria,Instituto Estado de México
2064,2209,Urbana,En Operación,Escuela,Mixto,Colegio Fray Matías de Córdoba
2065,2210,Urbana,En Operación,Templo,No Aplica,Capilla de San Salvador Nextengo
2066,2211,Urbana,En Operación,Escuela,Preescolar,Centro de Desarrollo Infantil Número 25 José Vasconcelos
2067,2212,Urbana,En Operación,Escuela,Primaria,Colegio KJ Wojtyla de México
2068,2213,Urbana,En Operación,Templo,No Aplica,Parroquia San Lucas Evangelista
2069,6823,Urbana,En Operación,Escuela,Primaria,Profesor Leopoldo Kiel
2070,6824,Urbana,En Operación,Templo,No Aplica,Parroquia Santa Cruz Acayucan
2071,6825,Urbana,En Operación,Escuela,Primaria,El Maestro Mexicano
2072,6826,Urbana,En Operación,Escuela,Primaria,República de Ghana
2073,6827,Urbana,En Operación,Templo,No Aplica,Parroquia Santa Lucía Tomantla
2074,6828,Urbana,En Operación,Templo,No Aplica,Iglesia La Luz del Mundo
2075,1537,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Ninguno
2076,1538,Urbana,En Operación,Escuela,Primaria,El Niño Agrarista
2077,4109,Urbana,En Operación,Escuela,Primaria,General Cesar López de Lara
2078,1539,Urbana,En Operación,Escuela,Primaria,Mexitli
2079,1512,Urbana,En Operación,Templo,No Aplica,San Isidro labrador
2080,4110,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,23 de Abril
2081,4111,Urbana,No Aplica,Mercado,No Aplica,Jardín 23 de Abril
2082,4716,Urbana,En Operación,Escuela,Secundaria,Iván Petrovich Pávlov
2083,4717,Urbana,En Operación,Templo,No Aplica,San Francisco Asís
2084,4718,Urbana,En Operación,Templo,No Aplica,Nuestro Divino Salvador
2085,4719,Urbana,En Operación,Escuela,Preescolar,Saltillo
2086,4720,Urbana,En Operación,Escuela,Primaria,Francisco de Paula Herrasti
2087,4721,Urbana,En Operación,Escuela,Primaria,Licenciado Atenedoro Monroy
2088,4197,Urbana,En Operación,Templo,No Aplica,Parroquia del Sagrado Corazón de Jesús
2089,3878,Urbana,En Operación,Escuela,Preescolar,Augusto Novart
2090,4198,Urbana,En Operación,Escuela,Primaria,15 de Septiembre
2091,4199,Urbana,En Operación,Escuela,Primaria,Temachtiani
2092,4200,Urbana,En Operación,Templo,No Aplica,Iglesia Sagrada Familia
2093,3879,Urbana,En Operación,Escuela,Mixto,Justo Sierra
2094,2870,Urbana,En Operación,Escuela,Primaria,General Adalberto Tejada
2095,2871,Urbana,En Operación,Escuela,Preescolar,Manuel José Othon
2096,2872,Urbana,No Aplica,Mercado,No Aplica,Benito Juárez
2097,2873,Urbana,En Operación,Escuela,Preescolar,Estrellita
2098,2214,Urbana,En Operación,Escuela,Preescolar,República de Brasil
2099,2215,Urbana,En Operación,Escuela,Preescolar,Manuel Gutiérrez Nájera
2100,1513,Urbana,En Operación,Templo,No Aplica,Capilla de la Inmaculada Concepción
2101,2216,Urbana,En Operación,Escuela,Primaria,Licenciado Aquiles Elorduy
2102,2217,Urbana,En Operación,Escuela,Secundaria,Justo A. Zamudio Vargas Número 196
2103,1514,Urbana,En Operación,Escuela,Primaria,Mártires de la Libertad
2104,1515,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Clínica de Medicina Familiar Azcapotzalco
2105,1540,Urbana,En Operación,Escuela,Primaria,Petróleos Mexicanos
2106,1541,Urbana,En Operación,Templo,No Aplica,Parroquia de Nuestra Señora de San Juan de los Lagos y San Antonio de Padua
2107,4126,Urbana,En Operación,Escuela,Secundaria,Lázaro Cárdenas
2108,4127,Urbana,En Operación,Escuela,Primaria,Mi Patria es Primero
2109,4128,Urbana,En Operación,Escuela,Primaria,Mártires del Agrarismo
2110,4129,Urbana,En Operación,Templo,No Aplica,Divina Institución de la Eucaristía
2111,4722,Urbana,En Operación,Templo,No Aplica,Templo del Nazareno
2112,4723,Urbana,En Operación,Escuela,Preescolar,Roberto Roch
2113,7378,Urbana,En Operación,Templo,No Aplica,Parroquia Nuestra Señora de Fátima
2114,7379,Urbana,En Operación,Escuela,Mixto,Colegio 10 de Mayo
2115,7380,Urbana,No Aplica,Mercado,No Aplica,Laminadores
2116,4167,Urbana,En Operación,Escuela,Primaria,Austria
2117,4168,Urbana,En Operación,Escuela,Primaria,Presidentes de México
2118,4169,Urbana,En Operación,Escuela,Preescolar,Profesor Antonio Barbosa Heltd
2119,4170,Urbana,En Operación,Escuela,Primaria,General Felipe Ángeles Ramírez
2120,8380,Urbana,No Aplica,Mercado,No Aplica,Ninguno
2121,7358,Urbana,En Operación,Escuela,Superior,Escuela Superior de Ingeniería Mecánica y Eléctrica Instituto Politécnico Nacional
2122,2874,Urbana,En Operación,Escuela,Medio Superior,Aquiles Serdán Alatriste Centro de Estudios Tecnológicos Industrial y de Servicios 4
2123,4163,Urbana,En Operación,Escuela,Preescolar,Itzccan
2124,7359,Urbana,En Operación,Escuela,Medio Superior,Narciso Bassols García Centro de Estudios Científicos y Tecnológicos Número 8 CECyT
2125,7360,Urbana,En Operación,Escuela,Preescolar,Centro de Desarrollo Infantil 20 de Noviembre
2127,7361,Urbana,En Operación,Escuela,Mixto,Centro de Atención Múltiple Número 4
2128,7362,Urbana,En Operación,Escuela,Medio Superior,Centro de Capacitación Para el Trabajo Industrial Número 1
2129,1516,Urbana,En Operación,Escuela,Mixto,Centro Educativo Amarú
2130,1517,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Divina Providencia
2131,1518,Urbana,En Operación,Escuela,Primaria,Vicente Alcaraz
2132,1477,Urbana,En Operación,Escuela,Primaria,Colegio Azcapotzalco
2133,1519,Urbana,No Aplica,Instalación Gubernamental,Palacio Municipal,Alcaldía Azcapotzalco
2134,1520,Urbana,No Aplica,Mercado,No Aplica,Azcapotzalco
2135,1521,Urbana,En Operación,Escuela,Secundaria,República de Bolivia Número 54
2136,1478,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Ninguno
2137,1479,Urbana,En Operación,Escuela,Preescolar,Trabajadores Petroleros
2138,6838,Urbana,En Operación,Templo,No Aplica,Parroquia de San Mateo Apóstol
2139,6839,Urbana,En Operación,Escuela,Primaria,Pablo Neruda
2140,1482,Urbana,En Operación,Templo,No Aplica,Iglesia Cristiana Independiente Pentecostés Filadelfia
2141,1483,Urbana,En Operación,Escuela,Secundaria,Netzahualcoyotl Número 140
2142,1484,Urbana,En Operación,Escuela,Preescolar,República de Paraguay
2143,1485,Urbana,En Operación,Templo,No Aplica,Iglesia Nacional Cristiana Independiente Bethania
2144,1486,Urbana,En Operación,Escuela,Primaria,Mariano Matamoros
2145,4130,Urbana,En Operación,Escuela,Primaria,Instituto Victoria
2146,4131,Urbana,En Operación,Escuela,Primaria,Magisterio Mexicano
2147,4132,Urbana,En Operación,Templo,No Aplica,Capilla de Nuestra Señora del Carmen
2148,4133,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Tezozómoc
2149,6806,Urbana,En Operación,Escuela,Primaria,Julio Verne
2150,6807,Urbana,En Operación,Escuela,Primaria,Licenciado Adolfo López Mateos
2151,6808,Urbana,En Operación,Instalación de Servicios,Central de Bomberos,Centro de Azcapotzalco de Respuesta a Emergencias CARE
2152,6809,Urbana,En Operación,Templo,No Aplica,La Divina Providencia
2153,6766,Urbana,En Operación,Templo,No Aplica,Iglesia San Marcos
2154,6767,Urbana,En Operación,Escuela,Primaria,Candido Navarro
2155,6768,Urbana,En Operación,Escuela,Mixto,Sotero Prieto
2156,6769,Urbana,En Operación,Escuela,Mixto,Colegio Americano Campus Norte
2157,6770,Urbana,En Operación,Escuela,Primaria,Colegio Rafael Alberti
2158,6771,Urbana,En Operación,Escuela,Primaria,Piltzilli
2160,4098,Urbana,En Operación,Templo,No Aplica,Capilla San Andrés
2161,4099,Urbana,En Operación,Escuela,Primaria,Héroes del Sur
2162,4100,Urbana,En Operación,Escuela,Primaria,Estado de Guanajuato
2163,4101,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Reynosa
2164,4102,Urbana,En Operación,Escuela,Preescolar,Herminio Kenny
2165,1487,Urbana,En Operación,Templo,No Aplica,Iglesia de Santa Inés
2166,1488,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Santa Inés
2167,1489,Urbana,En Operación,Templo,No Aplica,Iglesia Cristiana Adriel
2168,6749,Urbana,En Operación,Templo,No Aplica,Parroquia San Martín de Porres
2169,1490,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Doctor Manuel Martínez Baéz
2171,1491,Urbana,En Operación,Templo,No Aplica,Parroquia de San Martín de Tours
2172,1492,Urbana,En Operación,Templo,No Aplica,Iglesia de Jesucristo de los Santos de los Últimos Días
2173,6750,Urbana,No Aplica,Mercado,No Aplica,Ninguno
2174,6751,Urbana,En Operación,Escuela,Primaria,Martín Oyamburu
